company,title,pros,cons
NEORIS,"Buena empresa, tiempos turbulentos","Muy buena compensación, proyectos y equipos estimulantes.",Poca claridad en el proceso de crecimiento dentro de la empresa. Mucha rotación y recortes.
NEORIS,en baja,"hoy salvo las vacaciones de días hábiles, no hay otras ventajas","EPAM compro a Neoris o se fusionaron como dicen ellos, lo que trajo mas precarización que antes, ni mail por el día del padre mandaron"
NEORIS,Excelente,"Buenos sueldos, buenas prestaciones y buenos retos",nuevo dueño cambio de apoyo y seguimiento al talento actual
NEORIS,Es buena empresa,Una empres amuy buena para crecer y actualmente la adquirió EPAM se abren muchas posibilidades,"En las cuentas les importa mucho el cliente, a tal punto que muchas veces no verifican a profundidad si las inconformidades suministradas son con fundamento o no"
NEORIS,Una gestión lamentable,Sueldo y que no se enteran de nada así que sin presión,"Organización horrenda, presión para terminar cosas que no saben ni lo que son, mandos intermedios que no sirven para nada, ninguna revisión de a quien contratan y se la cuelan como quieren, etc."
NEORIS,"Consultora, en mi proyecto bien","Ofrecían 100% teletrabajo, horarios bastante flexibles","Consultora, depende del proyecto estarás mejor o peor"
NEORIS,Media,Ambiente muy tranquilo y sano,El sueldo deja que desear
NEORIS,Positivo,"Teletrabajo, sueldo competitivo, buena gente y flexibildad",Nada destacable aparte del proyecto que te toque
NEORIS,Salario competitivo,"Siempre que te contratan te ofrecen un salario acorde, o lo puedes negociar.","El aumento salarial no se da anualmente, y el aumento por cambio de rol es maximo un 30%."
NEORIS,Buenas oportunidades con sueldo que hay que pelear,Hay buenos proyectos con empresas transnacionales.,"Si no lo peleas, no hay ajustes salariales de acuerdo a responsabilidades, en mi caso tuve que escalar la situación varias veces porque no dan seguimiento.
Cambios constantes de líderes, mismos que tienen demasiada gente asignada y no hay contacto frecuente."
NEORIS,Buena compañìa,"Prestaciones, proyectos y experiencia internacional","Por proyecto, sino eres de los empleados bases solo te contratan por la duración del proyecto aunque sea por contrato indefinido"
NEORIS,Buena empresa,"-Ambiente laboral relajado
-Forma de trabajo: Híbrido
-Obtienes gran experiencia porque estás en varios proyectos","-Sueldo medio
-Si no hay proyecto y te mandan a banca, te pueden dar de baja"
NEORIS,Empresa que no tiene en cuenta a sus empleados,"Obra social, bono por internet (actualmente desactualizado), clases de inglés","Sueldos bajísimos para ser de Sistemas, no tienen en cuenta el progreso de cada empleado a pesar de obligarlos a hacer autoevaluaciones, no hay aumentos por desempeño como prometen, no te escuchan"
NEORIS,Opciones limitadas en oportunidades,"*Gympass
*Vales de despensa
*Opciones de trabajo hibrido",Inestabilidad y falta de oportunidades en periodo de banca.
NEORIS,Empresa flexible y de oportunidades,"Oportunidad de empleo para los principantes que terminan su carreras profesionales
Flexible con sus empleados
ambiente sano e integral",Su administracion es bastante demorada para dar respuestas
NEORIS,Hermosa experiencia,Aprendes todo el tiempo. Capacitación continua.,"No tengo nada que decir, todo me resultó favorable."
NEORIS,kljjj,kkkkk kk kkk kk kk kkkk,kkk kkk kkk kkkk kkkk kkk kkk k
NEORIS,Buena propuesta profesional de crecimiento,Trabajar con clientes posicionados y de gran magnitud,El cliente le tomó varios días para la confirmación pero es un buen proyecto
NEORIS,Buen puesto,Es buen lugar para trabajr solo si obtienes un buen puesto,Suedlo bajo para los primeros niveles
NEORIS,Data,Se puede aprender bastante si se pasa por varios clientes,"El salario no lo suben todos los años, es por objetivos, por como este el proyecto, etc, puedes pasar por varios clientes y quedar en banca y si no te puedes ubicar en un nuevo cliente en menos de 4 semas se acaba el contrato"
NEORIS,Recomendacion para los que leen y buscan como es el trabajo,"Dia de cumpleaños, obra social","ambiente laboral malo, no saben elegir clientes, sistema de evalucion de trabajo no sirve por que no hacen seguimiento solo tenes que llevarte bien con el que te evalua y vas a subir"
NEORIS,Ambiente Profesional,Es una empresa formal con gran oportunidad de crecimiento. Aprendes mucho y te puedes sentir cómoda.,Puedes estar en banca mucho tiempo si tu perfil es muy especializado.
NEORIS,Neoris,"Estabilidad laboral, apoyo por todas las areas, prestaciones de ley","Difícil ascender, dificil aumento de salario"
NEORIS,Buen lugar par adquirir experiencia,"Pagos puntuales y esquema de pago 100% ante IMSS.
Trabajo con clientes de diferentes regiones del mundo.","Sin desarrollo de carrera, nulas oporunidades  para personal en remoto."
NEORIS,Buena empresa,"Podes aprender mucho pero siempre depende del cliente
Buenas actualizaciones por inflación",El salario podría ser mejor pero no está nada mal
NEORIS,Bien para dar el siguiente salto a una carrera laboral,"-remoto
-Soporte entre equipos
-Desarrollo ágil",-Dificil conseguir un aumento tanto puesto como salarial
NEORIS,Empresa bien,"Empresa con buenas prestaciones, buen sueldo",No hay suficientes proyectos y una vez que se termina el proyecto en el cual trabajas vas a banca y existe una alta posibilidad de quedar desempleado y no existe estabilidad
NEORIS,situacion actual,"pago salario en los plazos de ley, obra social buena","management sin formacion profesional acorde a los cargos que ocupan, dificil encontrar 1 gerente con formacion de posgrado"
NEORIS,Nada de crecimiento,La única ventaja es que puedes hablar con el cliente y tener home office,"Nada de crecimiento laboral, los líderes no están al tanto ti tuyo"
NEORIS,Futuro con incertidumbre,Flexibilidad para conciliar la vida personal con el horario laboral.,"Es una empresa la cual fue absorbida por EPAM Systems y eso esta causando muchos problemas, congelación de subidas salariales, mal estar en los equipos.. Ahora mismo es una empresa inestable en la cual no se puede crecer ni aspirar a mejorar laboralmente ya que se ""esta haciendo limpia"" de empleados."
NEORIS,Bleh,Está bien para aprender y son relativamente flexibles.,Depende cómo se despierten es cómo ajustan los sueldos. Son muy ratas.
NEORIS,Solo es bueno si el proyecto es de Cemex,"Ajuste de salario conforme la inflación
Trabajo remoto
Excelente ambiente laboral
Viernes medio tiempo","Cuando Cemex se deshace de ti, Neoris no te permite aplicar a otros clientes y te despiden, ósea, no hay banca
Es imposible crecer, al hacer este outsourcing, te condenan a permanecer en el mismo puesto
Al renunciar te liquidan lo que toca por ley pero te hacen firmar una carta de renuncia voluntaria, lo que invalida cualquier uso de seguro de desempleo"
NEORIS,bueno,lindo ambiente en el proyecto que me toco,el sueldo un poco bajo
NEORIS,Ingeniería,"Trabajas por proyectos con cliente, variedad de proyectos enfocados a tus habilidades, apoyo en todo momento, buen ambiente laboral, remoto",Difícil de escalar y muy poco común que den aumentos salariales
NEORIS,Experiencia,"Teletrabajo, horario flexible, te dan material para aprender","Poco trabajo, muy impersonal todo"
NEORIS,Teletrabajo,El trabajo lo realizamos en remoto,"El porcentaje de trabajo en remoto no corresponde con lo que aparece en el contrato.
Remuneración baja."
NEORIS,Buen lugar para crecer,"Depende del proyecto, imagino. En la asignación que tengo he crecido mucho y ha habido oportunidad de dar continuidad a ideas.",Falta de comunicación con Neoris.
NEORIS,Opinión,Opinión salario en neoris epam,Me obligan a poner 5 palabras
NEORIS,Empleado Neoris,"Trabajo remoto, autogestionado y apoyo de lideres.","Sprint con muchisima carga, y carta oferta no simepre empata las prestaciones en la practica"
NEORIS,Evaluación NEORIS,"- Se obtiene una buena experiencia buena con nuevas tecnologias.
- Se alienta a obtener nuevos conocimientos",No hubo ninguna queja de la empresa
NEORIS,Buena empresa,Se aprende mucho buena predisposición,En realidad no hay mucho se mejora día a día se requiere más empeño del equipo comercial en algunos casos.
NEORIS,Buena empresa para empezar,"Empecé en NEORIS tras acabar prácticas y ha ido genial durante estos casi 2 años con ellos, tuve la suerte de estar en un buen equipo",Empiezas en un rango muy bajo tocando casi el SMI. Si es verdad que te suben con el tiempo al estar tan bajo cuando no le quedan otra opción
NEORIS,Está bien para empezar,"- Aprendes mucho
- Buenos beneficios","- Salarios muy bajos
- Muy difícil ascender"
NEORIS,Bien para empezar,"Como consultor me fue bastante bien, tuve varios proyectos con una sola empresa en los que aprendí muchísimo","Lo único que no me gustó fue que al iniciar me dieron un contrato de practicante durante 4 meses, después me dijeron que sería consultor, pasaron los 4 meses y insiquiera me dieron la oportunidad de negociar mi sueldo como consultor.
Después la empresa a la que le brinde mis servicios me internalizó con un salario y prestaciones muchísimas mejores."
NEORIS,Buena empresa para aprender y desarrollarte,Muchas áreas donde desarrollarte y aprender de otros y diferentes industrias,Pueden que los proyectos sean muy duros
NEORIS,Trabajo,"trabajo remoto
crecimiento
buenas prestaciones
oficinas muy comodas","pocos proyectos
baja en asignaciones
2 años sin aumento salarial"
NEORIS,x,me gusta trabajar en esta empresa,el trabajo volvio a ser hibrido
NEORIS,Buena empresa,"Prestaciones, vacaciones, vale de despensa y salario competitivo","Pocos proyectos, falta de comunicación"
NEORIS,Muchas responsabilidades y poca remuneración,Te sirve como primer empleo si no tienes experiencia,"Te pueden llegar a asignar responsabilidades mayores a tu posición, pero se tardan mucho en darte un aumento por el ""ascenso"""
NEORIS,Ingeniero en sistemas computacionales,experiencias con 8 años en analisis de requerimientos.,por lo comun me adapto bien a las situaciones.
NEORIS,Regular,"Buena paga, nomina 100% y SGMM. El cliente en ocasiones da bonos por desempeño.","Quitaron lo bueno del fondo de ahorro. El director de proyectos es muy tardado en responder, hasta semanas."
NEORIS,Está bien,Tranquilidad según qué proyecto tengas asignado,"No hay plan de carrera ni aumentos de sueldo, no se ve crecimiento a largo plazo"
NEORIS,"Siguen siendo muy dependientes de CEMEX, les sigue faltando diversificarse mas.","Gran ambiente laboral en cuanto a la gente. Amables, cooperativos.",Mucha presion al menos en los proyectos de CEMEX y bastante dependencia economica hacia ellos. Si se cae CEMEX practicamente pierdes tu trabajo puesto que tienen poquisimos clientes hacia donde moverte.
NEORIS,"Buen lugar, entorno volátil","Prestaciones buenas, reconocimiento local y próxima compra por una consultora con mayor prestigio.",No existe una cultura en la que se busque conecta ry cuidar al colaborador.
NEORIS,Depende,Hay constante capacitación ya que cuentan con plataformas para tomar cursos,"Mala comunicación entre líderes, ya que el del proyecto dice algo y el responsable de la empresa dice otra cosa"
NEORIS,bn,"Compañerismo, solidario y un buen ambiente",No existe desventajas de momento
NEORIS,No recomiendo.,Lo mejor de la empresa son los compañeros.,"Todo lo demás, no esperéis apoyo por la parte de la capa de gestión, no volvería jamás."
NEORIS,Depende donde caigas,Hay clientes con un stack tecnológico muy bueno y un trato maravilloso.,Hay clientes con un stack tecnológico desfasado y un trato lamentable. Además suele coincidir que los peores encargados dentro de neoris llevan estos clientes.
NEORIS,Experiencia depende del cliente donde te asignen,"Me tocó trabajar con un buen cliente. Mi interacción principal fue con el cliente, poca con la empresa",La empresa no ofrece un plan de desarrollo claro. Todo depende del cliente. Al terminar asignaciones existe riesgo de desasignacion.
NEORIS,Excelente pero contraten becaeios,Un gran ambiente de aprendizaje,No son claros al contratar a los becarios
NEORIS,Neoris Evaluación,"Sueldo Alto de acuerdo a la experiencia
Cursos para seguir aprendiendo
Respetan los días festivos","Si te gusta trabajar mas de 12 horas puede ser tu lugar favorito
Tiempos de entrega exageradamente ridículos
Proyectos limitados"
NEORIS,Buen Lugar pero proyectos no muy claros,"El Campus de trabajo es muy agradable, comedor, estacionamiento, ambiente","Entre para un proyecto con CEMEX y repentimante se terminaron todos los proyectos, pero luego veo que siguen contratando tanto en Cemex como Neoris, no ponen atencion a quienes estan en banca, solo duran un tiempo y ya luego para afuera"
NEORIS,Buena,Obtienes conocimientos nuevos en el área,A veces se satura el trabajo
NEORIS,Es una buena empresa para comenzar en el rubro tecnologico,Dependiendo del proyecto tienes buenos compañeros y flexibilidad horaria.,"sueldos bajos, dependiendo de eres ""indispensable"" en el equipo te dan aumentos de sueldo, tecnologias viejas."
NEORIS,Buena empresa para trabajar,Se tiene un buen ambiente laboral y se tienen buenas prestaciones.,Podría tener un mejor proceso de evaluación anual.
